name,vsini,ror,b,ref_link
name,pl_imppar,pl_ratror,st_vsin,https://exoplanetarchive.ipac.caltech.edu/overview/name
TOI-1981.01,-999,0.02435159132377184,,https://exofop.ipac.caltech.edu/tess/target.php?id=378613125
TOI-1982.01,-999,0.060083275543199206,45.8,https://exofop.ipac.caltech.edu/tess/target.php?id=437329044
TOI-1983.01,-999,0.03313838668309835,,https://exofop.ipac.caltech.edu/tess/target.php?id=89535068
TOI-1984.01,-999,0.02258317958127243,5.888395383546845,https://exofop.ipac.caltech.edu/tess/target.php?id=162246865
TOI-1985.01,-999,0.09354143466934854,,https://exofop.ipac.caltech.edu/tess/target.php?id=469212332
TOI-1986.01,-999,0.111712656772637,,https://exofop.ipac.caltech.edu/tess/target.php?id=468997317
TOI-1987.01,-999,0.0500999001995014,,https://exofop.ipac.caltech.edu/tess/target.php?id=349088467
TOI-1988.01,-999,0.03850973902793941,,https://exofop.ipac.caltech.edu/tess/target.php?id=161156159
TOI-1989.01,-999,0.07205363281224521,,https://exofop.ipac.caltech.edu/tess/target.php?id=324395151
TOI-1990.01,-999,0.06591993130465755,,https://exofop.ipac.caltech.edu/tess/target.php?id=457939414
TOI-1991.01,-999,0.08464041587799531,,https://exofop.ipac.caltech.edu/tess/target.php?id=82707763
TOI-1992.01,-999,0.07063993204979745,,https://exofop.ipac.caltech.edu/tess/target.php?id=147340931
TOI-1993.01,-999,0.11331372379372236,,https://exofop.ipac.caltech.edu/tess/target.php?id=453464017
TOI-1994.01,-999,0.05355371135598354,47.61701943110567,https://exofop.ipac.caltech.edu/tess/target.php?id=445903569
TOI-1995.01,-999,0.0282842712474619,,https://exofop.ipac.caltech.edu/tess/target.php?id=299023386
TOI-1996.01,-999,0.08438009243891595,,https://exofop.ipac.caltech.edu/tess/target.php?id=275384718
TOI-1997.01,-999,0.0327566787083184,12.74,https://exofop.ipac.caltech.edu/tess/target.php?id=142378043
TOI-1998.01,-999,0.032557641192199414,6.0098531433558025,https://exofop.ipac.caltech.edu/tess/target.php?id=429295277
TOI-1999.01,-999,0.0938829057922687,,https://exofop.ipac.caltech.edu/tess/target.php?id=447206604
TOI-2000.01,-999,0.06780855403265874,,https://exofop.ipac.caltech.edu/tess/target.php?id=371188886
TOI-2000.02,-999,0.02227105745132009,,https://exofop.ipac.caltech.edu/tess/target.php?id=371188886
TOI-2001.01,-999,0.03895527741198707,,https://exofop.ipac.caltech.edu/tess/target.php?id=118084044
TOI-2002.01,-999,0.05286775955154521,,https://exofop.ipac.caltech.edu/tess/target.php?id=356453768
TOI-2003.01,-999,0.06212889826803627,34.17,https://exofop.ipac.caltech.edu/tess/target.php?id=58463434
TOI-2004.01,-999,0.01341640786499874,14.077244627028685,https://exofop.ipac.caltech.edu/tess/target.php?id=439610306
TOI-2005.01,-999,0.053851648071345036,111.0658296997655,https://exofop.ipac.caltech.edu/tess/target.php?id=147660886
TOI-2006.01,-999,0.01673320053068151,,https://exofop.ipac.caltech.edu/tess/target.php?id=41173048
TOI-2007.01,-999,0.030203911870038954,2.52,https://exofop.ipac.caltech.edu/tess/target.php?id=219466784
TOI-2008.01,-999,0.055850679219424895,2.075,https://exofop.ipac.caltech.edu/tess/target.php?id=70887357
TOI-2009.01,-999,0.02941376273031533,2.21,https://exofop.ipac.caltech.edu/tess/target.php?id=243187830
TOI-2010.01,-999,0.10807042123726361,4.22,https://exofop.ipac.caltech.edu/tess/target.php?id=26547036
TOI-2011.01,-999,0.014744473261679748,4.8057918062223255,https://exofop.ipac.caltech.edu/tess/target.php?id=136916387
TOI-2011.02,-999,0.023565553100325185,4.8057918062223255,https://exofop.ipac.caltech.edu/tess/target.php?id=136916387
TOI-2011.03,-999,0.013971302512248061,4.8057918062223255,https://exofop.ipac.caltech.edu/tess/target.php?id=136916387
TOI-2012.01,-999,0.0938083151964686,,https://exofop.ipac.caltech.edu/tess/target.php?id=138294130
TOI-2013.01,-999,0.03347538526213806,,https://exofop.ipac.caltech.edu/tess/target.php?id=188589164
TOI-2014.01,-999,0.0834565755348253,,https://exofop.ipac.caltech.edu/tess/target.php?id=198588220
TOI-2015.01,-999,0.08491171886141512,,https://exofop.ipac.caltech.edu/tess/target.php?id=368287008
TOI-2016.01,-999,0.03796050579220461,3.05,https://exofop.ipac.caltech.edu/tess/target.php?id=219508169
TOI-2016.02,-999,0.03433656942677879,3.05,https://exofop.ipac.caltech.edu/tess/target.php?id=219508169
TOI-2016.03,-999,0.03646916505762094,3.05,https://exofop.ipac.caltech.edu/tess/target.php?id=219508169
TOI-2017.01,-999,0.11370576062803502,16.26,https://exofop.ipac.caltech.edu/tess/target.php?id=357416482
TOI-2018.01,-999,0.03620331912471797,1.58,https://exofop.ipac.caltech.edu/tess/target.php?id=357501308
TOI-2019.01,-999,0.025787593916455253,3.575,https://exofop.ipac.caltech.edu/tess/target.php?id=159781361
TOI-2020.01,-999,0.07517313349861106,22.53,https://exofop.ipac.caltech.edu/tess/target.php?id=39903405
TOI-2021.01,-999,0.14604793733565702,,https://exofop.ipac.caltech.edu/tess/target.php?id=236312126
TOI-2022.01,-999,0.05976648561841528,,https://exofop.ipac.caltech.edu/tess/target.php?id=11996814
TOI-2023.01,-999,0.02382853318761459,0.345,https://exofop.ipac.caltech.edu/tess/target.php?id=16884216
TOI-2024.01,-999,0.056142675390472796,,https://exofop.ipac.caltech.edu/tess/target.php?id=255930614
TOI-2025.01,-999,0.07838556500414799,6.08,https://exofop.ipac.caltech.edu/tess/target.php?id=394050135
TOI-2026.01,-999,0.034351128074635334,3.4299999999999997,https://exofop.ipac.caltech.edu/tess/target.php?id=407059875
TOI-2027.01,-999,0.027386127875258306,4.72,https://exofop.ipac.caltech.edu/tess/target.php?id=335996558
TOI-2028.01,-999,0.02588435821108957,,https://exofop.ipac.caltech.edu/tess/target.php?id=336456596
TOI-2029.01,-999,0.030331501776206204,24.1,https://exofop.ipac.caltech.edu/tess/target.php?id=445254275
TOI-2030.01,-999,0.058008620049092706,,https://exofop.ipac.caltech.edu/tess/target.php?id=422656370
TOI-2031.01,-999,0.11063873590079516,7.86,https://exofop.ipac.caltech.edu/tess/target.php?id=470127886
TOI-2032.01,-999,0.0687749954561976,,https://exofop.ipac.caltech.edu/tess/target.php?id=470159478
TOI-2033.01,-999,0.04376071297408213,13.760000000000002,https://exofop.ipac.caltech.edu/tess/target.php?id=53617134
TOI-2034.01,-999,0.02345207879911715,190.33,https://exofop.ipac.caltech.edu/tess/target.php?id=427279997
TOI-2035.01,-999,0.024899799195977464,,https://exofop.ipac.caltech.edu/tess/target.php?id=53709089
TOI-2036.01,-999,0.019595917942265426,30.57,https://exofop.ipac.caltech.edu/tess/target.php?id=368320811
TOI-2037.01,-999,0.024083189157584593,9.27,https://exofop.ipac.caltech.edu/tess/target.php?id=405559035
TOI-2038.01,-999,0.06465291950097846,31.16,https://exofop.ipac.caltech.edu/tess/target.php?id=235937532
TOI-2039.01,-999,0.03573513677041128,5.93,https://exofop.ipac.caltech.edu/tess/target.php?id=237071229
TOI-2040.01,-999,0.1211197754291181,3.41,https://exofop.ipac.caltech.edu/tess/target.php?id=427730490
TOI-2041.01,-999,0.030983866769659335,3.77,https://exofop.ipac.caltech.edu/tess/target.php?id=54364414
TOI-2042.01,-999,0.0340587727318528,,https://exofop.ipac.caltech.edu/tess/target.php?id=269424395
TOI-2043.01,-999,0.034219877264537346,11.405,https://exofop.ipac.caltech.edu/tess/target.php?id=346929661
TOI-2044.01,-999,0.031192947920964442,133.3,https://exofop.ipac.caltech.edu/tess/target.php?id=270333769
TOI-2045.01,-999,0.07688953114696434,8.7,https://exofop.ipac.caltech.edu/tess/target.php?id=347013211
TOI-2046.01,-999,0.12753920650439496,8.82,https://exofop.ipac.caltech.edu/tess/target.php?id=468574941
TOI-2047.01,-999,0.12192620719107111,23.02,https://exofop.ipac.caltech.edu/tess/target.php?id=363761216
TOI-2048.01,-999,0.033763886032268264,6.32,https://exofop.ipac.caltech.edu/tess/target.php?id=159873822
TOI-2049.01,-999,0.034641016151377546,15.190000000000001,https://exofop.ipac.caltech.edu/tess/target.php?id=314835525
TOI-2050.01,-999,0.024576411454889015,3.49,https://exofop.ipac.caltech.edu/tess/target.php?id=316468545
TOI-2051.01,-999,0.019620312982382187,159.91,https://exofop.ipac.caltech.edu/tess/target.php?id=375850439
TOI-2052.01,-999,0.0403732584763727,,https://exofop.ipac.caltech.edu/tess/target.php?id=1100766816
TOI-2053.01,-999,0.03311497175313245,2.96,https://exofop.ipac.caltech.edu/tess/target.php?id=315755496
TOI-2054.01,-999,0.030643106892089125,,https://exofop.ipac.caltech.edu/tess/target.php?id=378355116
TOI-2055.01,-999,0.08612200647918046,,https://exofop.ipac.caltech.edu/tess/target.php?id=322062001
TOI-2056.01,-999,0.017320508075688773,14.885000000000002,https://exofop.ipac.caltech.edu/tess/target.php?id=396356111
TOI-2057.01,-999,0.0498998997994986,7.8950000000000005,https://exofop.ipac.caltech.edu/tess/target.php?id=229888286
TOI-2058.01,-999,0.027386127875258306,3.665,https://exofop.ipac.caltech.edu/tess/target.php?id=326732851
TOI-2059.01,-999,0.0216794833886788,110.89,https://exofop.ipac.caltech.edu/tess/target.php?id=403308915
TOI-2060.01,-999,0.01969771560359221,74.35,https://exofop.ipac.caltech.edu/tess/target.php?id=285542903
TOI-2061.01,-999,0.024083189157584593,,https://exofop.ipac.caltech.edu/tess/target.php?id=327577308
TOI-2062.01,-999,0.055677643628300216,116.35,https://exofop.ipac.caltech.edu/tess/target.php?id=373785851
TOI-2063.01,-999,0.04347413023856832,200.0,https://exofop.ipac.caltech.edu/tess/target.php?id=334811204
TOI-2064.01,-999,0.09143303560529968,,https://exofop.ipac.caltech.edu/tess/target.php?id=115524421
TOI-2065.01,-999,0.0366214547888341,7.21,https://exofop.ipac.caltech.edu/tess/target.php?id=356710041
TOI-2066.01,-999,0.0938083151964686,,https://exofop.ipac.caltech.edu/tess/target.php?id=141663460
TOI-2067.01,-999,0.028053520278211078,2.88,https://exofop.ipac.caltech.edu/tess/target.php?id=147951030
TOI-2068.01,-999,0.0324037034920393,1.03,https://exofop.ipac.caltech.edu/tess/target.php?id=417931300
TOI-2069.01,-999,0.011850257048942861,3.88,https://exofop.ipac.caltech.edu/tess/target.php?id=198187049
TOI-2070.01,-999,0.018973665961010275,3.765,https://exofop.ipac.caltech.edu/tess/target.php?id=233182695
TOI-2071.01,-999,0.025323465866500167,4.955,https://exofop.ipac.caltech.edu/tess/target.php?id=198360694
TOI-2072.01,-999,0.031144823004794875,,https://exofop.ipac.caltech.edu/tess/target.php?id=900715901
TOI-2073.01,-999,0.02431995648579438,3.1950000000000003,https://exofop.ipac.caltech.edu/tess/target.php?id=441642457
TOI-2074.01,-999,0.021356282996274213,22.549999999999997,https://exofop.ipac.caltech.edu/tess/target.php?id=158075010
TOI-2075.01,-999,0.032420172550914964,1.47,https://exofop.ipac.caltech.edu/tess/target.php?id=23814735
TOI-2076.01,-999,0.030396416351220205,5.665,https://exofop.ipac.caltech.edu/tess/target.php?id=27491137
TOI-2076.02,-999,0.04545327270945405,5.665,https://exofop.ipac.caltech.edu/tess/target.php?id=27491137
TOI-2076.03,-999,0.04551922670696417,5.665,https://exofop.ipac.caltech.edu/tess/target.php?id=27491137
TOI-2077.01,-999,0.01794435844492636,4.9350000000000005,https://exofop.ipac.caltech.edu/tess/target.php?id=230075227
TOI-2078.01,-999,0.030174849687177648,3.0999999999999996,https://exofop.ipac.caltech.edu/tess/target.php?id=159244568
TOI-2079.01,-999,0.02345207879911715,,https://exofop.ipac.caltech.edu/tess/target.php?id=224298134
TOI-2079.02,-999,0.03420526275297414,,https://exofop.ipac.caltech.edu/tess/target.php?id=224298134
TOI-2080.01,-999,0.03803291948357738,3.78,https://exofop.ipac.caltech.edu/tess/target.php?id=367739494
TOI-2081.01,-999,0.03634008290170263,,https://exofop.ipac.caltech.edu/tess/target.php?id=321669174
TOI-2081.02,-999,0.023241803741069926,,https://exofop.ipac.caltech.edu/tess/target.php?id=321669174
TOI-2082.01,-999,0.022803508501982758,3.45,https://exofop.ipac.caltech.edu/tess/target.php?id=160039081
TOI-2083.01,-999,0.035086153277537134,3.61,https://exofop.ipac.caltech.edu/tess/target.php?id=233633993
TOI-2084.01,-999,0.042544094772365294,,https://exofop.ipac.caltech.edu/tess/target.php?id=441738827
TOI-2084.02,-999,0.05339175508746767,,https://exofop.ipac.caltech.edu/tess/target.php?id=441738827
TOI-2085.01,-999,0.04341843973455702,,https://exofop.ipac.caltech.edu/tess/target.php?id=103633672
TOI-2086.01,-999,0.028635642126552705,2.91,https://exofop.ipac.caltech.edu/tess/target.php?id=230387153
TOI-2086.02,-999,0.024757797697239993,2.91,https://exofop.ipac.caltech.edu/tess/target.php?id=230387153
TOI-2087.01,-999,0.023411167526867196,3.4400000000000004,https://exofop.ipac.caltech.edu/tess/target.php?id=219462190
TOI-2088.01,-999,0.042212746917992316,3.08,https://exofop.ipac.caltech.edu/tess/target.php?id=441765914
TOI-2089.01,-999,0.03286335345030997,2.72,https://exofop.ipac.caltech.edu/tess/target.php?id=341815197
TOI-2090.01,-999,0.016879713960878246,8.29,https://exofop.ipac.caltech.edu/tess/target.php?id=233721037
TOI-2091.01,-999,0.01715895183384387,3.38,https://exofop.ipac.caltech.edu/tess/target.php?id=219778329
TOI-2092.01,-999,0.025495097567963924,1.585,https://exofop.ipac.caltech.edu/tess/target.php?id=393965778
TOI-2093.01,-999,0.031067179821381855,2.155,https://exofop.ipac.caltech.edu/tess/target.php?id=402898317
TOI-2094.01,-999,0.042949953986358355,,https://exofop.ipac.caltech.edu/tess/target.php?id=356016119
TOI-2095.01,-999,0.027136553064447684,,https://exofop.ipac.caltech.edu/tess/target.php?id=235678745
TOI-2095.02,-999,0.0308312400381321,,https://exofop.ipac.caltech.edu/tess/target.php?id=235678745
TOI-2096.01,-999,0.05444798335241031,,https://exofop.ipac.caltech.edu/tess/target.php?id=142748283
TOI-2096.02,-999,0.07653114706081975,,https://exofop.ipac.caltech.edu/tess/target.php?id=142748283
TOI-2097.01,-999,0.0197895216441766,1.57,https://exofop.ipac.caltech.edu/tess/target.php?id=279982557
TOI-2098.01,-999,0.015193376891754446,109.12,https://exofop.ipac.caltech.edu/tess/target.php?id=356700488
TOI-2099.01,-999,0.04207136793592526,2.8049999999999997,https://exofop.ipac.caltech.edu/tess/target.php?id=230386397
TOI-2100.01,-999,0.03436473565607613,3.93,https://exofop.ipac.caltech.edu/tess/target.php?id=219436394
TOI-2101.01,-999,0.024226375501355375,2.76,https://exofop.ipac.caltech.edu/tess/target.php?id=165527918
TOI-2102.01,-999,0.023300999566290285,2.58,https://exofop.ipac.caltech.edu/tess/target.php?id=289590465
TOI-2102.02,-999,0.03839966253116842,2.58,https://exofop.ipac.caltech.edu/tess/target.php?id=289590465
TOI-2103.01,-999,0.01486604928506979,2.005,https://exofop.ipac.caltech.edu/tess/target.php?id=160491359
TOI-2103.02,-999,0.017886853270214467,2.005,https://exofop.ipac.caltech.edu/tess/target.php?id=160491359
TOI-2104.01,-999,0.021540659228538015,2.46,https://exofop.ipac.caltech.edu/tess/target.php?id=367630162
TOI-2104.02,-999,0.018734993995195195,2.46,https://exofop.ipac.caltech.edu/tess/target.php?id=367630162
TOI-2104.03,-999,0.026248809496813377,2.46,https://exofop.ipac.caltech.edu/tess/target.php?id=367630162
TOI-2104.04,-999,0.017492855684535902,2.46,https://exofop.ipac.caltech.edu/tess/target.php?id=367630162
TOI-2104.05,-999,0.019533478030256877,2.46,https://exofop.ipac.caltech.edu/tess/target.php?id=367630162
TOI-2105.01,-999,0.025545203558040228,2.76,https://exofop.ipac.caltech.edu/tess/target.php?id=156199502
TOI-2106.01,-999,0.0345175277144414,3.32,https://exofop.ipac.caltech.edu/tess/target.php?id=393911494
TOI-2107.01,-999,0.13874436925511607,11.325441806770856,https://exofop.ipac.caltech.edu/tess/target.php?id=446549906
TOI-2108.01,-999,0.1243609159515955,11.629999999999999,https://exofop.ipac.caltech.edu/tess/target.php?id=347538174
TOI-2109.01,-999,0.08882567196480981,86.80000000000001,https://exofop.ipac.caltech.edu/tess/target.php?id=392476080
TOI-2110.01,-999,0.022360679774997897,4.84,https://exofop.ipac.caltech.edu/tess/target.php?id=394029948
TOI-2111.01,-999,0.023194827009486402,3.42,https://exofop.ipac.caltech.edu/tess/target.php?id=356235833
TOI-2112.01,-999,0.02741387067929463,132.94,https://exofop.ipac.caltech.edu/tess/target.php?id=427320001
TOI-2112.02,-999,0.03412331474449574,132.94,https://exofop.ipac.caltech.edu/tess/target.php?id=427320001
TOI-2113.01,-999,0.03209361307176243,5.77,https://exofop.ipac.caltech.edu/tess/target.php?id=1400212743
TOI-2114.01,-999,0.06395310782127793,12.7,https://exofop.ipac.caltech.edu/tess/target.php?id=9828416
TOI-2115.01,-999,0.017663521732655695,50.84,https://exofop.ipac.caltech.edu/tess/target.php?id=54464870
TOI-2116.01,-999,0.02,12.385,https://exofop.ipac.caltech.edu/tess/target.php?id=422838133
TOI-2117.01,-999,0.05099019513592785,,https://exofop.ipac.caltech.edu/tess/target.php?id=279212407
TOI-2118.01,-999,0.019235384061671346,10.59,https://exofop.ipac.caltech.edu/tess/target.php?id=17416749
TOI-2119.01,-999,0.22374762568572656,,https://exofop.ipac.caltech.edu/tess/target.php?id=236387002
TOI-2120.01,-999,0.09255992125262791,,https://exofop.ipac.caltech.edu/tess/target.php?id=389900760
TOI-2121.01,-999,0.13967353134233165,2.87,https://exofop.ipac.caltech.edu/tess/target.php?id=88996391
TOI-2122.01,-999,0.130035489532721,,https://exofop.ipac.caltech.edu/tess/target.php?id=311408969
TOI-2123.01,-999,0.04427188724235731,8.22,https://exofop.ipac.caltech.edu/tess/target.php?id=105840719
TOI-2124.01,-999,0.0967904373914287,,https://exofop.ipac.caltech.edu/tess/target.php?id=159742538
TOI-2125.01,-999,0.07008566187174092,,https://exofop.ipac.caltech.edu/tess/target.php?id=116242971
TOI-2126.01,-999,0.15730950207742442,,https://exofop.ipac.caltech.edu/tess/target.php?id=116264089
TOI-2127.01,-999,0.1469175187536442,,https://exofop.ipac.caltech.edu/tess/target.php?id=21744120
TOI-2128.01,-999,0.019289817568324926,4.375,https://exofop.ipac.caltech.edu/tess/target.php?id=21832928
TOI-2129.01,-999,0.07867655305108377,,https://exofop.ipac.caltech.edu/tess/target.php?id=101721385
TOI-2130.01,-999,0.08741512511025229,,https://exofop.ipac.caltech.edu/tess/target.php?id=320798691
TOI-2131.01,-999,0.11505216208311776,,https://exofop.ipac.caltech.edu/tess/target.php?id=27848472
TOI-2132.01,-999,0.12252321493044858,,https://exofop.ipac.caltech.edu/tess/target.php?id=358516596
TOI-2133.01,-999,0.034377542518667474,3.81,https://exofop.ipac.caltech.edu/tess/target.php?id=39200363
TOI-2134.01,-999,0.04007492981902776,1.815,https://exofop.ipac.caltech.edu/tess/target.php?id=75878355
TOI-2134.02,-999,0.07729812416870153,1.815,https://exofop.ipac.caltech.edu/tess/target.php?id=75878355
TOI-2135.01,-999,0.12028169189284876,,https://exofop.ipac.caltech.edu/tess/target.php?id=76419763
TOI-2136.01,-999,0.06224113711338354,,https://exofop.ipac.caltech.edu/tess/target.php?id=336128819
TOI-2137.01,-999,0.20336879404733363,4.52,https://exofop.ipac.caltech.edu/tess/target.php?id=23059280
TOI-2138.01,-999,0.12755099481879004,,https://exofop.ipac.caltech.edu/tess/target.php?id=336267424
